"recorder","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Delta.Time..s.","Inband.Power..dB.FS.","SNR.NIST.Quick..dB.FS.","Sound.Type","file.name","lon","lat","date","time","PowerDb","PowerDbWithNoise","NoisevalueDb"
"M1",43,"Spectrogram 1",1,2697.605218779,2702.093901599,580,1080.8,4.4887,-26.45,24.05,"2_Hfunstart","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",69.2745977083076,70.4949766793563,52.8455385585588
"M1",44,"Spectrogram 1",1,2713.001931729,2714.537338949,143.4,470.1,1.5354,-47.23,12.03,"2_Pmor_start","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",14.9400135969865,49.0634807918885,48.8909177126031
"M1",45,"Spectrogram 1",1,2715.562701289,2716.593317089,159.3,709.1,1.0306,-41.18,11.6,"2_Pmor_P1","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",46.4987911801221,55.047391753286,50.9824805706281
"M1",46,"Spectrogram 1",1,2702.138519279,2708.935279029,580,1425,6.7968,-28.87,23.68,"2_Hfuntrill","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",67.0790281373979,68.0705908290741,48.729642831852
"M1",47,"Spectrogram 1",1,2717.837806709,2718.611179809,326.7,756.9,0.7734,-27.69,19.13,"2_Pmor_P2","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",67.2389379506511,68.3654015782144,50.0663133158676
"M1",48,"Spectrogram 1",1,2719.964582729,2720.946171669,294.8,669.3,0.9816,-38.44,12.36,"2_Pmor_P3","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",53.5043263091696,57.9581310767317,50.0245145810981
"M1",49,"Spectrogram 1",1,2722.492917869,2723.310908649,318.7,693.2,0.818,-35.24,15.18,"2_Pmor_P4","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",57.1457393728697,60.2921906146992,49.9465387159306
"M1",50,"Spectrogram 1",1,2725.008821669,2725.811939889,278.9,605.5,0.8031,-41.91,12.24,"2_Pmor_P5","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",44.5842251723096,53.6405337652781,49.8650521180441
"M1",51,"Spectrogram 1",1,2727.804862879,2728.667471339,294.8,701.1,0.8626,-34.95,15.36,"2_Pmor_P6","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",57.2896566200971,60.452036619612,50.1427623191531
"M1",52,"Spectrogram 1",1,2730.608773909,2731.724215879,255,669.3,1.1154,-43.48,11.95,"2_Pmor_P7","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",42.0720102335406,53.2695280200234,50.4702767460302
"M1",53,"Spectrogram 1",1,2733.672521189,2734.996178999,159.3,390.4,1.3237,-48.74,11.58,"2_Pmor_P8","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",28.174546860443,47.5278032704598,46.5377278423244
"M1",54,"Spectrogram 1",1,2737.224782179,2738.563312549,127.5,398.4,1.3385,-48.86,12.33,"2_Pmor_P9","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",16.5054327123058,47.4149206357646,47.1639639781168
"M1",55,"Spectrogram 1",1,2740.741002369,2742.287748569,127.5,398.4,1.5467,-48.95,11.08,"2_Pmor_P10","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",23.0924401735402,47.4405805235127,46.8974363330038
"M1",56,"Spectrogram 1",1,2764.552321659,2771.745599259,589.6,1381.6,7.1933,-31.22,16.52,"2_Halbstart","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",61.0466028290959,65.4822223025462,57.5213884540663
"M1",57,"Spectrogram 1",1,2771.913863059,2776.583183659,748.9,1593.5,4.6693,-26.03,21.61,"2_Halbpeak","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",69.550507922393,70.1716094359247,46.9498747570727
"M1",58,"Spectrogram 1",1,2776.970441759,2779.978157259,358.5,900.3,3.0077,-38.35,13.04,"2_Halbend","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",54.5149337507547,58.6232521569663,50.1469043001149
"M1",77,"Spectrogram 1",1,2847.036218779,2851.524901599,580,1080.8,4.4887,-26.66,24.4,"3_Hfunstart","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",68.8184468343101,70.3254334541778,54.368733347755
"M1",78,"Spectrogram 1",1,2862.432931729,2863.968338949,143.4,470.1,1.5354,-47.44,11.5,"3_Pmor_start","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",NA,48.981475066664,49.0135609050491
"M1",79,"Spectrogram 1",1,2864.993701289,2866.024317089,159.3,709.1,1.0306,-40.32,12.88,"3_Pmor_P1","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",49.0945069247472,56.1039750231889,50.9710819240403
"M1",80,"Spectrogram 1",1,2851.569519279,2858.366279029,580,1425,6.7968,-28.83,23.43,"3_Hfuntrill","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",67.1067015281425,68.1056556027457,48.8255893745319
"M1",81,"Spectrogram 1",1,2867.268806709,2868.042179809,326.7,756.9,0.7734,-28.24,17.38,"3_Pmor_P2","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",66.6759791371792,67.8533270794158,49.9131119581225
"M1",82,"Spectrogram 1",1,2869.395582729,2870.377171669,294.8,669.3,0.9816,-38.82,11.38,"3_Pmor_P3","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",52.819435200232,57.6613591894052,50.2766437883365
"M1",83,"Spectrogram 1",1,2871.923917869,2872.741908649,318.7,693.2,0.818,-35.4,14.76,"3_Pmor_P4","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",56.8144532381162,60.2048923439244,50.3935782650972
"M1",84,"Spectrogram 1",1,2874.439821669,2875.242939889,278.9,605.5,0.8031,-41.81,12.01,"3_Pmor_P5","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",43.8195620001548,53.5915821028254,50.1823179751686
"M1",85,"Spectrogram 1",1,2877.235862879,2878.098471339,294.8,701.1,0.8626,-34.43,15.14,"3_Pmor_P6","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",57.6319385146631,60.8681317670677,50.7246192461209
"M1",86,"Spectrogram 1",1,2880.039773909,2881.155215879,255,669.3,1.1154,-43.45,11.84,"3_Pmor_P7","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",42.7680608819312,53.2880784278099,50.2166635505153
"M1",87,"Spectrogram 1",1,2883.103521189,2884.427178999,159.3,390.4,1.3237,-48.53,11.45,"3_Pmor_P8","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",27.3805511748461,47.676433079176,46.7935453984347
"M1",88,"Spectrogram 1",1,2886.655782179,2887.994312549,127.5,398.4,1.3385,-48.65,11.53,"3_Pmor_P9","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",18.8484204637012,47.7148306934007,47.3960896770349
"M1",89,"Spectrogram 1",1,2890.172002369,2891.718748569,127.5,398.4,1.5467,-48.17,11.77,"3_Pmor_P10","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",29.0947641388564,48.2290612033916,47.2121718684759
"M1",90,"Spectrogram 1",1,2913.983321659,2921.176599259,589.6,1381.6,7.1933,-31.29,16.38,"3_Halbstart","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",60.9909699058187,65.4276575211275,57.4684262643309
"M1",91,"Spectrogram 1",1,2921.344863059,2926.014183659,748.9,1593.5,4.6693,-26.13,20.99,"3_Halbpeak","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",69.4552539216924,70.0876946208553,47.0175029803433
"M1",92,"Spectrogram 1",1,2926.401441759,2929.409157259,358.5,900.3,3.0077,-38.17,12.99,"3_Halbend","M1_20190823_064003",116.971518024802,4.74323401227593,"20190823","0640",54.6455208010578,58.7453610256668,50.2549764037515
"M2",9,"Spectrogram 1",1,2548.036218779,2552.524901599,580,1080.8,4.4887,-34.61,23.4,"1_Hfunstart","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",60.8638178836728,62.3841240485327,46.4973907038895
"M2",10,"Spectrogram 1",1,2563.432931729,2564.968338949,143.4,470.1,1.5354,-54.71,10.36,"1_Pmor_start","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",18.6918845780321,41.6281122384802,40.9854689844797
"M2",11,"Spectrogram 1",1,2565.993701289,2567.024317089,159.3,709.1,1.0306,-48.09,11.45,"1_Pmor_P1","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",39.7585320091488,48.1361591447435,43.967587184208
"M2",12,"Spectrogram 1",1,2552.569519279,2559.366279029,580,1425,6.7968,-37.71,21.05,"1_Hfuntrill","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",57.6684108381231,59.1205564383821,42.8685140836906
"M2",13,"Spectrogram 1",1,2568.268806709,2569.042179809,326.7,756.9,0.7734,-39.28,17.42,"1_Pmor_P2","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",54.8005078737056,56.8525354928919,43.3140897052439
"M2",14,"Spectrogram 1",1,2570.395582729,2571.377171669,294.8,669.3,0.9816,-46.61,11.99,"1_Pmor_P3","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",44.9606963542693,49.9447815216225,42.7470007048228
"M2",15,"Spectrogram 1",1,2572.923917869,2573.741908649,318.7,693.2,0.818,-41.78,15.56,"1_Pmor_P4","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",50.1198127228635,53.229538622101,42.7991716872268
"M2",16,"Spectrogram 1",1,2575.439821669,2576.242939889,278.9,605.5,0.8031,-50.89,12.44,"1_Pmor_P5","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",34.7720870251981,45.0453515197955,41.8671089658767
"M2",17,"Spectrogram 1",1,2578.235862879,2579.098471339,294.8,701.1,0.8626,-41.75,15.1,"1_Pmor_P6","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",50.3505454322361,53.4164913085791,42.8835675897997
"M2",18,"Spectrogram 1",1,2581.039773909,2582.155215879,255,669.3,1.1154,-48.57,11.57,"1_Pmor_P7","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",41.4125310532236,48.1095704979192,42.7165152836627
"M2",19,"Spectrogram 1",1,2584.103521189,2585.427178999,159.3,390.4,1.3237,-56.86,11.12,"1_Pmor_P8","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",7.17940031365445,39.5120746162297,39.2995135194792
"M2",20,"Spectrogram 1",1,2587.655782179,2588.994312549,127.5,398.4,1.3385,-56.08,10.88,"1_Pmor_P9","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",0.886055762528935,40.312289559237,40.2190000588484
"M2",21,"Spectrogram 1",1,2591.172002369,2592.718748569,127.5,398.4,1.5467,-55.44,9.81,"1_Pmor_P10","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",21.1361262249938,40.954613883623,40.0190598821151
"M2",22,"Spectrogram 1",1,2614.983321659,2622.176599259,589.6,1381.6,7.1933,-39.39,15.47,"1_Halbstart","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",52.3098110501001,57.2834928081657,50.0722702176709
"M2",23,"Spectrogram 1",1,2622.344863059,2627.014183659,748.9,1593.5,4.6693,-35.93,19.96,"1_Halbpeak","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",58.9099245973493,60.0662668940953,41.9799511614749
"M2",24,"Spectrogram 1",1,2627.401441759,2630.409157259,358.5,900.3,3.0077,-44.44,12.11,"1_Halbend","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",48.2910200428223,52.3869363502139,43.8900428242345
"M2",43,"Spectrogram 1",1,2697.505218779,2701.993901599,580,1080.8,4.4887,-34.72,23.74,"2_Hfunstart","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",60.243750630138,62.251318736128,48.5439793960588
"M2",44,"Spectrogram 1",1,2712.901931729,2714.437338949,143.4,470.1,1.5354,-55.07,9.91,"2_Pmor_start","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",13.3255034959426,41.2396149672873,40.8831725999063
"M2",45,"Spectrogram 1",1,2715.462701289,2716.493317089,159.3,709.1,1.0306,-48.3,11.54,"2_Pmor_P1","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",39.9651777903403,47.9596762717927,43.5464189016086
"M2",46,"Spectrogram 1",1,2702.038519279,2708.835279029,580,1425,6.7968,-37.88,21.42,"2_Hfuntrill","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",57.6052889401963,58.99273534308,42.3762827074321
"M2",47,"Spectrogram 1",1,2717.737806709,2718.511179809,326.7,756.9,0.7734,-37.55,18.55,"2_Pmor_P2","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",56.9501562967803,58.514209763622,42.8526604792847
"M2",48,"Spectrogram 1",1,2719.864582729,2720.846171669,294.8,669.3,0.9816,-46.87,12.28,"2_Pmor_P3","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",44.4700965694857,49.5719973746106,42.5239083506909
"M2",49,"Spectrogram 1",1,2722.392917869,2723.210908649,318.7,693.2,0.818,-42.15,14.9,"2_Pmor_P4","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",49.7720431433434,52.8439741798924,42.3251732976578
"M2",50,"Spectrogram 1",1,2724.908821669,2725.711939889,278.9,605.5,0.8031,-50.96,11.96,"2_Pmor_P5","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",34.2526236144151,44.8082606791121,41.751911561402
"M2",51,"Spectrogram 1",1,2727.704862879,2728.567471339,294.8,701.1,0.8626,-41.95,14.76,"2_Pmor_P6","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",50.2899826283953,53.3273971307273,42.7266970323783
"M2",52,"Spectrogram 1",1,2730.508773909,2731.624215879,255,669.3,1.1154,-48.29,10.99,"2_Pmor_P7","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",41.9439713273519,48.356259720234,42.7104446953306
"M2",53,"Spectrogram 1",1,2733.572521189,2734.896178999,159.3,390.4,1.3237,-56.52,10.56,"2_Pmor_P8","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",14.3347712159121,39.5616505306298,39.0722691591204
"M2",54,"Spectrogram 1",1,2737.124782179,2738.463312549,127.5,398.4,1.3385,-56.13,10.91,"2_Pmor_P9","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",4.95846288371935,40.1275464273617,39.9747282616289
"M2",55,"Spectrogram 1",1,2740.641002369,2742.187748569,127.5,398.4,1.5467,-56.03,10.14,"2_Pmor_P10","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",19.1563099573747,40.4199419377179,39.6344872977119
"M2",56,"Spectrogram 1",1,2764.452321659,2771.645599259,589.6,1381.6,7.1933,-39.13,17.18,"2_Halbstart","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",53.0389428390359,57.5824056372511,49.7809286187721
"M2",57,"Spectrogram 1",1,2771.813863059,2776.483183659,748.9,1593.5,4.6693,-35.83,19.88,"2_Halbpeak","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",59.1957770388966,60.1996299808985,40.9596528440798
"M2",58,"Spectrogram 1",1,2776.870441759,2779.878157259,358.5,900.3,3.0077,-44.65,12.08,"2_Halbend","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",48.2413886304947,52.0489144485563,43.0511555943802
"M2",77,"Spectrogram 1",1,2846.936218779,2851.424901599,580,1080.8,4.4887,-34.89,21.91,"3_Hfunstart","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",60.0086107522463,62.0711207568408,48.5718977210892
"M2",78,"Spectrogram 1",1,2862.332931729,2863.868338949,143.4,470.1,1.5354,-55.22,10.03,"3_Pmor_start","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",6.43882768301989,41.0691135854608,40.9064235649361
"M2",79,"Spectrogram 1",1,2864.893701289,2865.924317089,159.3,709.1,1.0306,-49.2,10.93,"3_Pmor_P1","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",37.8233156651733,47.1606012536789,43.5343604055259
"M2",80,"Spectrogram 1",1,2851.469519279,2858.266279029,580,1425,6.7968,-37.56,21.05,"3_Hfuntrill","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",57.940237719753,59.2883042150544,42.4409269802123
"M2",81,"Spectrogram 1",1,2867.168806709,2867.942179809,326.7,756.9,0.7734,-38.11,17.59,"3_Pmor_P2","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",56.3062894800208,57.9653418244195,42.7699309414155
"M2",82,"Spectrogram 1",1,2869.295582729,2870.277171669,294.8,669.3,0.9816,-47.53,11.99,"3_Pmor_P3","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",43.4263441005503,48.9841145363414,42.4746282180172
"M2",83,"Spectrogram 1",1,2871.823917869,2872.641908649,318.7,693.2,0.818,-41.9,15.18,"3_Pmor_P4","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",49.8647236116668,53.0709227171978,42.8606032454875
"M2",84,"Spectrogram 1",1,2874.339821669,2875.142939889,278.9,605.5,0.8031,-50.93,12.28,"3_Pmor_P5","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",34.6092147183531,45.029188293298,41.9149842740954
"M2",85,"Spectrogram 1",1,2877.135862879,2877.998471339,294.8,701.1,0.8626,-41.21,15.14,"3_Pmor_P6","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",51.1526404839871,53.983419101618,42.8682680717119
"M2",86,"Spectrogram 1",1,2879.939773909,2881.055215879,255,669.3,1.1154,-48.88,11.16,"3_Pmor_P7","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",41.1036516585564,47.823137314647,42.4493529535582
"M2",87,"Spectrogram 1",1,2883.003521189,2884.327178999,159.3,390.4,1.3237,-56.19,11.08,"3_Pmor_P8","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",22.6712020232161,40.1137047792036,38.8616770704686
"M2",88,"Spectrogram 1",1,2886.555782179,2887.894312549,127.5,398.4,1.3385,-56.36,10.25,"3_Pmor_P9","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",-1.43534470378182,39.9019171555588,39.8271312909186
"M2",89,"Spectrogram 1",1,2890.072002369,2891.618748569,127.5,398.4,1.5467,-55.96,10.46,"3_Pmor_P10","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",15.3865286718408,40.353053586146,39.8483402296046
"M2",90,"Spectrogram 1",1,2913.883321659,2921.076599259,589.6,1381.6,7.1933,-39.35,15.52,"3_Halbstart","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",52.6877595444434,57.333191765915,49.6779870149294
"M2",91,"Spectrogram 1",1,2921.244863059,2925.914183659,748.9,1593.5,4.6693,-36.07,19.89,"3_Halbpeak","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",58.9667799983453,60.0071522440968,41.0596467260459
"M2",92,"Spectrogram 1",1,2926.301441759,2929.309157259,358.5,900.3,3.0077,-44.22,12.71,"3_Halbend","M2_20190823_064003",116.97133898735,4.74361295811832,"20190823","0640",48.9969994141272,52.7303283673298,43.5960603804496
"M3",9,"Spectrogram 1",1,2548.336218779,2552.824901599,580,1080.8,4.4887,-42.58,18.72,"1_Hfunstart","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",49.4818324115057,54.365932539813,47.0374184727377
"M3",10,"Spectrogram 1",1,2563.732931729,2565.268338949,143.4,470.1,1.5354,-52.08,10.87,"1_Pmor_start","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",25.1173671293666,44.4410078654562,43.4473498834163
"M3",11,"Spectrogram 1",1,2566.293701289,2567.324317089,159.3,709.1,1.0306,-47.63,11.62,"1_Pmor_P1","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",38.0209156799913,48.7953972358015,45.8297138104525
"M3",12,"Spectrogram 1",1,2552.869519279,2559.666279029,580,1425,6.7968,-40.22,18.71,"1_Hfuntrill","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",54.522905173203,56.6173973855735,43.2364741281772
"M3",13,"Spectrogram 1",1,2568.568806709,2569.342179809,326.7,756.9,0.7734,-47.11,13.99,"1_Pmor_P2","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",41.54595560785,49.376973294984,44.8537535086199
"M3",14,"Spectrogram 1",1,2570.695582729,2571.677171669,294.8,669.3,0.9816,-46.27,11.82,"1_Pmor_P3","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",43.7521511931287,50.2052390309406,44.596610138704
"M3",15,"Spectrogram 1",1,2573.223917869,2574.041908649,318.7,693.2,0.818,-47.69,11.85,"1_Pmor_P4","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",41.2160911741596,48.7213533486058,43.9683048587629
"M3",16,"Spectrogram 1",1,2575.739821669,2576.542939889,278.9,605.5,0.8031,-48.77,12.39,"1_Pmor_P5","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",34.9241359360756,46.7110071179125,44.1257739406207
"M3",17,"Spectrogram 1",1,2578.535862879,2579.398471339,294.8,701.1,0.8626,-45.62,12.51,"1_Pmor_P6","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",43.7596326588123,50.1685545181325,44.5196561595471
"M3",18,"Spectrogram 1",1,2581.339773909,2582.455215879,255,669.3,1.1154,-50.79,10.37,"1_Pmor_P7","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",25.8456196708478,45.7621400763917,44.8376650343138
"M3",19,"Spectrogram 1",1,2584.403521189,2585.727178999,159.3,390.4,1.3237,-54.03,11.19,"1_Pmor_P8","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",13.460842542118,42.3408250566765,42.0225909348003
"M3",20,"Spectrogram 1",1,2587.955782179,2589.294312549,127.5,398.4,1.3385,-53.49,12.19,"1_Pmor_P9","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",14.433869327219,42.8453073943525,42.5090895680248
"M3",21,"Spectrogram 1",1,2591.472002369,2593.018748569,127.5,398.4,1.5467,-53.17,10.98,"1_Pmor_P10","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",24.5017774215539,43.3652130461805,42.3140846677334
"M3",22,"Spectrogram 1",1,2615.283321659,2622.476599259,589.6,1381.6,7.1933,-43.24,14.28,"1_Halbstart","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",45.4526586579294,53.5156428207633,49.1474359861382
"M3",23,"Spectrogram 1",1,2622.644863059,2627.314183659,748.9,1593.5,4.6693,-37.33,18.96,"1_Halbpeak","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",57.3733007752844,58.7624765360389,42.1560018769647
"M3",24,"Spectrogram 1",1,2627.701441759,2630.709157259,358.5,900.3,3.0077,-48.17,11.99,"1_Halbend","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",38.8923645433823,48.4548736414685,44.9430730742416
"M3",43,"Spectrogram 1",1,2697.805218779,2702.293901599,580,1080.8,4.4887,-43.06,18.27,"2_Hfunstart","M3_20190823_064003",116.971133965999,4.74398796446621,"20190823","0640",48.8109196552449,53.8719472177472,46.7724472739054
